"Drug Name","Active Ingredient","Form;Route","Appl. No.","Company","Date","Link"
"Gloperba","Colchicine","SOLUTION;ORAL","210942","AVION PHARMS","01/30/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210942s000lbl.pdf#page=11"
"Glyxambi","Empagliflozin; Linagliptin","TABLET;ORAL","206073","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/206073s019lbl.pdf#page=32"
"Glyxambi","Empagliflozin; Linagliptin","TABLET;ORAL","206073","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206073s022lbl.pdf#page=32"
"Glyxambi","Empagliflozin; Linagliptin","TABLET;ORAL","206073","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206073s021lbl.pdf#page=33"
"Glyxambi","Empagliflozin; Linagliptin","TABLET;ORAL","206073","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/206073s012lbl.pdf#page=31"
"Glyxambi","Empagliflozin; Linagliptin","TABLET;ORAL","206073","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206073s023lbl.pdf#page=33"
"Golytely","Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous","FOR SOLUTION;ORAL","019011","BRAINTREE","06/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/019011s031lbl.pdf#page=9"
"Golytely","Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Sulfate Anhydrous","FOR SOLUTION;ORAL","019011","BRAINTREE","06/05/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM370635.pdf"
"Gralise","Gabapentin","TABLET;ORAL","022544","ALMATICA","04/02/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM245196.pdf"
"H.P. Acthar Gel","Repository Corticotropin","INJECTABLE; INJECTION","022432","QUESTCOR PHARMA","10/15/2010","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM231714.pdf"
"Hadlima","Adalimumab-Bwwd","INJECTABLE;INJECTION","761059","SAMSUNG BIOEPIS CO LTD","07/23/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761059s000lbl.pdf#page=36"
"Halcion","Triazolam","TABLET;ORAL","017892","PHARMACIA AND UPJOHN","10/09/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017892s050lbl.pdf#page=17"
"Halflytely","Bisacodyl; Polyethylene Glycol 3350; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride","FOR SOLUTION, TABLET, DELAYED RELEASE;ORAL","021551","BRAINTREE","06/03/2013","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM220644.pdf"
"Hemlibra","Emicizumab","INJECTABLE;INJECTION","761083","GENENTECH INC","10/04/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761083s002s004lbl.pdf#page=21"
"Horizant","Gabapentin Enacarbil","TABLET, EXTENDED RELEASE;ORAL","022399","ARBOR PHARMS LLC","04/17/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM250398.pdf"
"Horizant","Gabapentin Enacarbil","TABLET, EXTENDED RELEASE;ORAL","022399","ARBOR PHARMS LLC","04/17/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/022399s010lbl.pdf#page=27"
"Hulio","Adalimumab-Fkjp","INJECTABLE;INJECTION","761154","MYLAN PHARMS INC","07/06/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761154s000lbl.pdf#page=41"
"Humira","Adalimumab","VIAL","125057","ABBVIE INC","03/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125057s403lbl.pdf#page=53"
"Humira","Adalimumab","VIAL","125057","ABBVIE INC","03/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125057s409lbl.pdf#page=56"
"Humira","Adalimumab","SYRINGE","125057","ABBVIE INC","03/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125057s403lbl.pdf#page=53"
"Humira","Adalimumab","SYRINGE","125057","ABBVIE INC","03/11/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125057s409lbl.pdf#page=56"
"Hycodan","Homatropine METhylbromide; Hydrocodone Bitartrate","SYRUP;ORAL","005213","GENUS","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005213s039lbl.pdf#page=27"
"Hycodan","Homatropine METhylbromide; Hydrocodone Bitartrate","TABLET;ORAL","005213","GENUS","06/28/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/005213s039lbl.pdf#page=27"
"Hydrea","Hydroxyurea","CAPSULE;ORAL","016295","BRISTOL MYERS SQUIBB","12/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/016295s049s050lbl.pdf#page=15"
"Hydrea","Hydroxyurea","CAPSULE;ORAL","016295","BRISTOL MYERS SQUIBB","12/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/016295s051lbl.pdf#page=27"
"Hydromorphone Hydrochloride","Hydromorphone Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","204278","PADDOCK LLC","09/18/2018","http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/204278Orig1s000MG.pdf"
"Hyrimoz","Adalimumab-Adaz","INJECTABLE;INJECTION","761071","SANDOZ INC","10/30/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761071lbl.pdf#page=36"
"Hysingla ER","Hydrocodone Bitartrate","TABLET, EXTENDED RELEASE;ORAL","206627","PURDUE PHARMA LP","11/14/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206627s009MG.pdf"
"Hysingla ER","Hydrocodone Bitartrate","TABLET, EXTENDED RELEASE;ORAL","206627","PURDUE PHARMA LP","11/14/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206627s010lbl.pdf#page=37"
"Ibsrela","Tenapanor Hydrochloride","TABLET;ORAL","211801","ARDELYX INC","09/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211801s000lbl.pdf#page=13"
"Iclusig","Ponatinib Hydrochloride","TABLET;ORAL","203469","ARIAD","07/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/203469s032lbl.pdf#page=29"
"Iclusig","Ponatinib Hydrochloride","TABLET;ORAL","203469","ARIAD","07/10/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/203469s033lbl.pdf#page=29"
"Iclusig","Ponatinib Hydrochloride","TABLET;ORAL","203469","ARIAD","07/10/2020","http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/203469s022lbl.pdf#page=24"
"Idhifa","Enasidenib Mesylate","TABLET;ORAL","209606","CELGENE CORP","09/27/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209606s000lbl.pdf#page=16"
"Idhifa","Enasidenib Mesylate","TABLET;ORAL","209606","CELGENE CORP","09/27/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209606s002lbl.pdf#page=16"
"Ilaris","Canakinumab","INJECTABLE; SUBCUTANEOUS","125319","NOVARTIS PHARMS","06/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125319s088lbl.pdf#page=20"
"Ilaris","Canakinumab","INJECTABLE; SUBCUTANEOUS","125319","NOVARTIS PHARMS","06/16/2020","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM352352.pdf"
"Ilaris","Canakinumab","INJECTABLE; SUBCUTANEOUS","125319","NOVARTIS PHARMS","06/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125319s097lbl.pdf#page=21"
"Ilumya","Tildrakizumab-Asmn","INJECTABLE;INJECTION","761067","SUN PHARMA GLOBAL","03/20/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761067s000lbl.pdf#page=10"
"Imfinzi","Durvalumab","INJECTABLE;INJECTION","761069","ASTRAZENECA UK LTD","06/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761069s002lbl.pdf#page=24"
"Imfinzi","Durvalumab","INJECTABLE;INJECTION","761069","ASTRAZENECA UK LTD","06/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761069s018lbl.pdf#page=29"
"Imfinzi","Durvalumab","INJECTABLE;INJECTION","761069","ASTRAZENECA UK LTD","06/05/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761069s020lbl.pdf#page=30"
"Imipramine Hydrochloride","Imipramine Hydrochloride","TABLET;ORAL","087846","SPECGX LLC","06/29/2017","https://www.accessdata.fda.gov/drugsatfda_docs/label/2014/087846s028,087844s027,087845s027lbl.pdf#page=3"
"Incivek","Telaprevir","TABLET;ORAL","201917","VERTEX PHARMS","03/25/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM256383.pdf"
"Indocin","Indomethacin","CAPSULE;ORAL","016059","EGALET","03/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/016059s100lbl.pdf#page=23"
"Indocin","Indomethacin","SUPPOSITORY;RECTAL","017814","EGALET","03/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/017814s043lbl.pdf#page=23"
"Indocin","Indomethacin","SUSPENSION;ORAL","018332","EGALET","03/26/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088612.pdf"
"Indocin","Indomethacin","SUSPENSION;ORAL","018332","EGALET","03/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018332s040lbl.pdf#page=23"
"Indocin SR","Indomethacin","CAPSULE, EXTENDED RELEASE;ORAL","018185","EGALET","03/26/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/018185s057lbl.pdf#page=23"
"Indocin SR","Indomethacin","CAPSULE, EXTENDED RELEASE;ORAL","018185","EGALET","03/26/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM501640.pdf"
"Inflectra","Infliximab-Dyyb","INJECTABLE;INJECTION","125544","CELLTRION INC","06/18/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM497384.pdf"
"Inflectra","Infliximab-Dyyb","INJECTABLE;INJECTION","125544","CELLTRION INC","06/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125544s009lbl.pdf#page=59"
"Inrebic","Fedratinib Hydrochloride","CAPSULE;ORAL","212327","IMPACT","08/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212327s000lbl.pdf#page=22"
"Intermezzo","Zolpidem Tartrate","TABLET;SUBLINGUAL","022328","PURDUE PHARMA","08/18/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022328s008lbl.pdf#page=20"
"Intron A","Interferon Alfa-2b","VIAL","103132","SCHERING","05/04/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103132s5196lbl.pdf#page=40"
"Invirase","Saquinavir Mesylate","TABLET;ORAL","021785","HOFFMANN-LA ROCHE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020628s046,021785s022lbl.pdf#page=25"
"Invirase","Saquinavir Mesylate","CAPSULE;ORAL","020628","HOFFMANN LA ROCHE","03/28/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM229206.pdf"
"Invirase","Saquinavir Mesylate","CAPSULE;ORAL","020628","HOFFMANN LA ROCHE","03/28/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/020628s046,021785s022lbl.pdf#page=25"
"Invirase","Saquinavir Mesylate","CAPSULE;ORAL","020628","HOFFMANN LA ROCHE","03/28/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020628s047,021785s023lbl.pdf#page=24"
"Invirase","Saquinavir Mesylate","TABLET;ORAL","021785","HOFFMANN-LA ROCHE","12/19/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM229206.pdf"
"Invirase","Saquinavir Mesylate","TABLET;ORAL","021785","HOFFMANN-LA ROCHE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020628s047,021785s023lbl.pdf#page=24"
"Invirase","Saquinavir Mesylate","TABLET;ORAL","021785","HOFFMANN-LA ROCHE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021785s024lbl.pdf#page=26"
"Invokamet","Canagliflozin; METformin Hydrochloride","TABLET;ORAL","204353","JANSSEN PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204353s033,205879s011lbl.pdf#page=59"
"Invokamet","Canagliflozin; METformin Hydrochloride","TABLET;ORAL","204353","JANSSEN PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204353s039,205879s017lbl.pdf#page=58"
"Invokamet XR","Canagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205879","JANSSEN PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204353s039,205879s017lbl.pdf#page=58"
"Invokamet XR","Canagliflozin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","205879","JANSSEN PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204353s033,205879s011lbl.pdf#page=59"
"Invokana","Canagliflozin","TABLET;ORAL","204042","JANSSEN PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204042s034lbl.pdf#page=48"
"Invokana","Canagliflozin","TABLET;ORAL","204042","JANSSEN PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204042s036lbl.pdf#page=49"
"Invokana","Canagliflozin","TABLET;ORAL","204042","JANSSEN PHARMS","08/18/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/204042s032lbl.pdf#page=49"
"Ixifi","Infliximab-Qbtx","INJECTABLE;INJECTION","761072","PFIZER INC","01/16/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761072s006lbl.pdf#page=43"
"Jadenu","Deferasirox","TABLET;ORAL","206910","NOVARTIS PHARMS CORP","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/206910s015lbl.pdf#page=31"
"Jadenu","Deferasirox","TABLET;ORAL","206910","NOVARTIS PHARMS CORP","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/206910s012lbl.pdf#page=29"
"Jadenu Sprinkle","Deferasirox","GRANULE;ORAL","207968","NOVARTIS","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/207968s009lbl.pdf#page=31"
"Jadenu Sprinkle","Deferasirox","GRANULE;ORAL","207968","NOVARTIS","07/23/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/207968s007lbl.pdf#page=29"
"Janumet","Metformin Hydrochloride; Sitagliptin Phosphate","TABLET;ORAL","022044","MERCK SHARP DOHME","08/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022044s046lbl.pdf#page=33"
"Janumet","Metformin Hydrochloride; Sitagliptin Phosphate","TABLET;ORAL","022044","MERCK SHARP DOHME","08/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/022044s043lbl.pdf#page=32"
"Janumet","Metformin Hydrochloride; Sitagliptin Phosphate","TABLET;ORAL","022044","MERCK SHARP DOHME","08/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022044s047lbl.pdf#page=32"
"Janumet XR","Metformin Hydrochloride; Sitagliptin Phosphate","TABLET, EXTENDED RELEASE;ORAL","202270","MERCK SHARP DOHME","08/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/202270s018lbl.pdf#page=32"
"Januvia","Sitagliptin Phosphate","TABLET;ORAL","021995","MERCK SHARP DOHME","08/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021995s042lbl.pdf#page=24"
"Januvia","Sitagliptin Phosphate","TABLET;ORAL","021995","MERCK SHARP DOHME","08/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021995s045lbl.pdf#page=27"
"Januvia","Sitagliptin Phosphate","TABLET;ORAL","021995","MERCK SHARP DOHME","08/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021995s046lbl.pdf#page=24"
"Jardiance","Empagliflozin","TABLET;ORAL","204629","BOEHRINGER INGELHEIM","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/204629s023lbl.pdf#page=33"
"Jardiance","Empagliflozin","TABLET;ORAL","204629","BOEHRINGER INGELHEIM","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204629s018lbl.pdf#page=32"
"Jardiance","Empagliflozin","TABLET;ORAL","204629","BOEHRINGER INGELHEIM","01/24/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204629s019lbl.pdf#page=34"
"Jentadueto","Linagliptin; METformin Hydrochloride","TABLET;ORAL","201281","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/201281s024lbl.pdf#page=22"
"Jentadueto","Linagliptin; METformin Hydrochloride","TABLET;ORAL","201281","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201281s025lbl.pdf#page=20"
"Jentadueto XR","Linagliptin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208026","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208026s013lbl.pdf#page=20"
"Jentadueto XR","Linagliptin; METformin Hydrochloride","TABLET, EXTENDED RELEASE;ORAL","208026","BOEHRINGER INGELHEIM","03/30/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208026s012lbl.pdf#page=22"
"Jeuveau","Prabotulinumtoxina-Xvfs","INJECTABLE;INJECTION","761085","EVOLUS INC","07/12/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761085s000lbl.pdf#page=9"
"Jornay PM","Methylphenidate Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","209311","IRONSHORE PHARMS","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209311s003lbl.pdf#page=19"
"Jornay PM","Methylphenidate Hydrochloride","CAPSULE, EXTENDED RELEASE;ORAL","209311","IRONSHORE PHARMS","05/16/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209311s000lbl.pdf#page=19"
"Juvisync","Simvastatin; Sitagliptin Phosphate","TABLET;ORAL","202343","MERCK SHARP DOHME","02/24/2014","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM275945.pdf"
"Juxtapid","Lomitapide Mesylate","CAPSULE;ORAL","203858","AMRYT","12/20/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/203858s017lbl.pdf#page=32"
"Jynarque","Tolvaptan","TABLET;ORAL","204441","OTSUKA PHARM CO LTD","12/03/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/204441lbl.pdf#page=18"
"Kadian","Morphine Sulfate","CAPSULE, EXTENDED RELEASE;ORAL","020616","ALLERGAN","10/07/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/020616s063lbl.pdf#page=34"
"Kalbitor","Ecallantide","INJECTABLE; INJECTION","125277","DYAX CORP.","09/08/2014","http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/125277MedGuide.pdf"
"Kaletra","Lopinavir; Ritonavir","CAPSULE;ORAL","021226","ABBVIE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021226s047lbl.pdf#page=53"
"Kaletra","Lopinavir; Ritonavir","TABLET;ORAL","021906","ABBVIE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021251s058,021906s053lbl.pdf#page=52"
"Kaletra","Lopinavir; Ritonavir","SOLUTION;ORAL","021251","ABBVIE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021251s058,021906s053lbl.pdf#page=52"
"Kaletra","Lopinavir; Ritonavir","TABLET;ORAL","021906","ABBVIE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021251s055,021906s050lbl.pdf#page=51"
"Kaletra","Lopinavir; Ritonavir","CAPSULE;ORAL","021226","ABBVIE","12/19/2019","http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021226s048lbl.pdf#page=52"
"Kaletra","Lopinavir; Ritonavir","SOLUTION;ORAL","021251","ABBVIE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021251s055,021906s050lbl.pdf#page=51"
"Kaletra","Lopinavir; Ritonavir","CAPSULE;ORAL","021226","ABBVIE","12/19/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/021226s045lbl.pdf#page=50"
"Kazano","Alogliptin Benzoate; METformin Hydrochloride","TABLET;ORAL","203414","TAKEDA PHARMS USA","07/01/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/203414s007lbl.pdf#page=32"
"Kazano","Alogliptin Benzoate; METformin Hydrochloride","TABLET;ORAL","203414","TAKEDA PHARMS USA","07/01/2019","http://www.fda.gov/downloads/Drugs/DrugSafety/UCM337729.pdf"
"Keppra","Levetiracetam","TABLET;ORAL","021035","UCB INC","10/23/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021035s102,021505s042lbl.pdf#page=32"
"Keppra","Levetiracetam","SOLUTION;ORAL","021505","UCB INC","10/23/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021035s102,021505s042lbl.pdf#page=32"
"Keppra XR","Levetiracetam","TABLET, EXTENDED RELEASE;ORAL","022285","UCB INC","10/23/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022285s028lbl.pdf#page=26"
"Kesimpta","Ofatumumab","INJECTABLE;INJECTION","125326","NOVARTIS","08/20/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125326s070lbl.pdf#page=13"
"Ketek","Telithromycin","TABLET;ORAL","021144","SANOFI AVENTIS US","11/04/2015","https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021144s019lbl.pdf#page=29"
"Ketek","Telithromycin","TABLET;ORAL","021144","SANOFI AVENTIS US","11/04/2015","http://www.fda.gov/downloads/Drugs/DrugSafety/ucm088615.pdf"
"Kevzara","Sarilumab","INJECTABLE;INJECTION","761037","SANOFI SYNTHELABO","04/13/2018","https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761037s001lbl.pdf#page=27"
"Keytruda","Pembrolizumab","POWDER, FOR INJECTION SOLUTION, LYOPHILIZED POWDER","125514","MERCK SHARP DOHME","06/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125514s067lbl.pdf#page=86"
"Keytruda","Pembrolizumab","POWDER, FOR INJECTION SOLUTION, LYOPHILIZED POWDER","125514","MERCK SHARP DOHME","06/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125514s068lbl.pdf#page=87"
"Keytruda","Pembrolizumab","POWDER, FOR INJECTION SOLUTION, LYOPHILIZED POWDER","125514","MERCK SHARP DOHME","06/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125514s071s090lbl.pdf#page=87"
"Keytruda","Pembrolizumab","POWDER, FOR INJECTION SOLUTION, LYOPHILIZED POWDER","125514","MERCK SHARP DOHME","06/29/2020","https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125514s084lbl.pdf#page=89"
"Khedezla","Desvenlafaxine","TABLET, EXTENDED RELEASE;ORAL","204683","OSMOTICA PHARM CORP","01/29/2019","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/204683s005lbl.pdf#page=24"
